,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
188090,statechange,User_100,A_Incomplete,Application,ApplState_1907403729,complete,2016-03-11 08:15:04.428000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188091,Released,User_100,W_Call incomplete files,Workflow,Workitem_891935307,suspend,2016-03-11 08:15:57.463000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188092,Obtained,User_38,W_Call incomplete files,Workflow,Workitem_244895536,resume,2016-03-11 12:18:26.157000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188093,Released,User_38,W_Call incomplete files,Workflow,Workitem_23876542,suspend,2016-03-11 12:23:10.813000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188094,Deleted,User_112,W_Call incomplete files,Workflow,Workitem_101188366,ate_abort,2016-03-16 11:26:13.713000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188095,Created,User_112,W_Validate application,Workflow,Workitem_873557375,schedule,2016-03-16 11:26:13.719000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188096,Obtained,User_112,W_Validate application,Workflow,Workitem_549301052,start,2016-03-16 11:26:13.721000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188097,statechange,User_112,A_Validating,Application,ApplState_1418677788,complete,2016-03-16 11:26:13.786000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188098,Released,User_112,W_Validate application,Workflow,Workitem_1298808866,suspend,2016-03-16 11:27:04.802000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188099,statechange,User_115,O_Accepted,Offer,OfferState_1907648717,complete,2016-03-16 13:44:15.301000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,Offer_913337215
188100,statechange,User_115,A_Pending,Application,ApplState_52023604,complete,2016-03-16 13:44:15.306000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
188101,Deleted,User_115,W_Validate application,Workflow,Workitem_1074522354,ate_abort,2016-03-16 13:44:15.318000+00:00,Unknown,New credit,Application_40478222,11000.0,,,,,,,,
201201,Created,User_1,A_Create Application,Application,Application_293974221,complete,2016-03-08 10:20:49.076000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201202,statechange,User_1,A_Submitted,Application,ApplState_1319379395,complete,2016-03-08 10:20:49.124000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201203,Created,User_1,W_Handle leads,Workflow,Workitem_590769424,schedule,2016-03-08 10:20:49.320000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201204,Obtained,User_26,W_Handle leads,Workflow,Workitem_358660253,start,2016-03-08 10:35:32.953000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201205,Deleted,User_26,W_Handle leads,Workflow,Workitem_1565795165,complete,2016-03-08 10:38:01.956000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201206,Created,User_26,W_Complete application,Workflow,Workitem_309137537,schedule,2016-03-08 10:38:01.971000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201207,Obtained,User_26,W_Complete application,Workflow,Workitem_259342817,start,2016-03-08 10:38:01.974000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201208,statechange,User_26,A_Concept,Application,ApplState_48480751,complete,2016-03-08 10:38:01.983000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201209,Released,User_26,W_Complete application,Workflow,Workitem_609921995,suspend,2016-03-08 10:38:06.595000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201210,Obtained,User_10,W_Complete application,Workflow,Workitem_1381799406,resume,2016-03-09 09:16:01.206000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201211,statechange,User_10,A_Accepted,Application,ApplState_1796551971,complete,2016-03-09 09:35:46.951000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201212,Created,User_10,O_Create Offer,Offer,Offer_1665280682,complete,2016-03-09 09:36:18.174000+00:00,Car,New credit,Application_293974221,20000.0,0.0,127.0,True,200.0,False,0.0,20000.0,
201213,statechange,User_10,O_Created,Offer,OfferState_211601904,complete,2016-03-09 09:36:19.593000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,Offer_1665280682
201214,statechange,User_10,O_Sent (mail and online),Offer,OfferState_1033523351,complete,2016-03-09 09:37:09.525000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,Offer_1665280682
201215,Deleted,User_10,W_Complete application,Workflow,Workitem_1817840844,complete,2016-03-09 09:37:09.548000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201216,Created,User_10,W_Call after offers,Workflow,Workitem_406736432,schedule,2016-03-09 09:37:09.557000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201217,Obtained,User_10,W_Call after offers,Workflow,Workitem_1354610620,start,2016-03-09 09:37:09.560000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201218,statechange,User_10,A_Complete,Application,ApplState_1096347584,complete,2016-03-09 09:37:09.563000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201219,Released,User_10,W_Call after offers,Workflow,Workitem_827635427,suspend,2016-03-09 09:38:11.269000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201220,Obtained,User_3,W_Call after offers,Workflow,Workitem_2005490846,resume,2016-03-14 08:13:49.128000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201221,Released,User_3,W_Call after offers,Workflow,Workitem_1441242444,suspend,2016-03-14 08:14:10.476000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201222,statechange,User_1,A_Cancelled,Application,ApplState_1046705417,complete,2016-04-09 06:20:46.738000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
201223,statechange,User_1,O_Cancelled,Offer,OfferState_1161245513,complete,2016-04-09 06:20:46.789000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,Offer_1665280682
201224,Deleted,User_1,W_Call after offers,Workflow,Workitem_802102548,ate_abort,2016-04-09 06:20:46.811000+00:00,Car,New credit,Application_293974221,20000.0,,,,,,,,
230470,Created,User_1,A_Create Application,Application,Application_320107802,complete,2016-03-17 15:33:42.144000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230471,statechange,User_1,A_Submitted,Application,ApplState_1133546880,complete,2016-03-17 15:33:42.187000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230472,Created,User_1,W_Handle leads,Workflow,Workitem_785014052,schedule,2016-03-17 15:33:42.420000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230473,Deleted,User_1,W_Handle leads,Workflow,Workitem_854536709,withdraw,2016-03-17 15:35:01.405000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230474,Created,User_1,W_Complete application,Workflow,Workitem_1218277005,schedule,2016-03-17 15:35:01.413000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230475,statechange,User_1,A_Concept,Application,ApplState_2041245723,complete,2016-03-17 15:35:01.418000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230476,Obtained,User_42,W_Complete application,Workflow,Workitem_2086910039,start,2016-03-18 09:12:50.005000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230477,Obtained,User_42,W_Complete application,Workflow,Workitem_100652249,start,2016-03-18 09:14:58.489000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230478,Released,User_42,W_Complete application,Workflow,Workitem_2004939746,suspend,2016-03-18 09:18:32.905000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230479,Obtained,User_32,W_Complete application,Workflow,Workitem_2053188961,resume,2016-03-21 12:26:27.717000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230480,statechange,User_32,A_Accepted,Application,ApplState_492884642,complete,2016-03-21 12:34:28.377000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230481,Created,User_32,O_Create Offer,Offer,Offer_112223412,complete,2016-03-21 12:37:30.805000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,0.0,126.0,False,250.0,True,0.0,25000.0,
230482,statechange,User_32,O_Created,Offer,OfferState_407455096,complete,2016-03-21 12:37:32.248000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,Offer_112223412
230483,statechange,User_32,O_Sent (mail and online),Offer,OfferState_55785959,complete,2016-03-21 12:39:02.134000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,Offer_112223412
230484,Deleted,User_32,W_Complete application,Workflow,Workitem_1475549798,complete,2016-03-21 12:39:02.160000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230485,Created,User_32,W_Call after offers,Workflow,Workitem_1736698159,schedule,2016-03-21 12:39:02.175000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230486,Obtained,User_32,W_Call after offers,Workflow,Workitem_2107626909,start,2016-03-21 12:39:02.179000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230487,statechange,User_32,A_Complete,Application,ApplState_848080047,complete,2016-03-21 12:39:02.183000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230488,Released,User_32,W_Call after offers,Workflow,Workitem_343249805,suspend,2016-03-21 12:41:31.125000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230489,Obtained,User_14,W_Call after offers,Workflow,Workitem_1460532337,resume,2016-03-24 17:38:35.122000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230490,Released,User_14,W_Call after offers,Workflow,Workitem_698430270,suspend,2016-03-24 17:38:52.176000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230491,Obtained,User_31,W_Call after offers,Workflow,Workitem_1133672791,resume,2016-03-25 09:03:42.847000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230492,Released,User_31,W_Call after offers,Workflow,Workitem_2086876197,suspend,2016-03-25 09:03:59.212000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230493,Deleted,User_117,W_Call after offers,Workflow,Workitem_109756740,ate_abort,2016-04-07 10:47:57.561000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230494,Created,User_117,W_Validate application,Workflow,Workitem_248342960,schedule,2016-04-07 10:47:57.641000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230495,Obtained,User_117,W_Validate application,Workflow,Workitem_1969945031,start,2016-04-07 10:47:57.650000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230496,statechange,User_117,A_Validating,Application,ApplState_716043527,complete,2016-04-07 10:47:58.854000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230497,statechange,User_117,O_Returned,Offer,OfferState_196331367,complete,2016-04-07 10:48:11.531000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,Offer_112223412
230498,Released,User_117,W_Validate application,Workflow,Workitem_1304405546,suspend,2016-04-07 11:01:24.828000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230499,Obtained,User_87,W_Validate application,Workflow,Workitem_1245968320,resume,2016-04-08 05:10:30.427000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230500,Released,User_87,W_Validate application,Workflow,Workitem_870469725,suspend,2016-04-08 05:10:34.427000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230501,Obtained,User_87,W_Validate application,Workflow,Workitem_1294745296,resume,2016-04-08 09:31:34.197000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230502,Deleted,User_87,W_Validate application,Workflow,Workitem_1317647615,complete,2016-04-08 10:06:14.355000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230503,Created,User_87,W_Call incomplete files,Workflow,Workitem_883165668,schedule,2016-04-08 10:06:14.376000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230504,Obtained,User_87,W_Call incomplete files,Workflow,Workitem_1081082778,start,2016-04-08 10:06:14.379000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230505,statechange,User_87,A_Incomplete,Application,ApplState_1065809535,complete,2016-04-08 10:06:14.382000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230506,Released,User_87,W_Call incomplete files,Workflow,Workitem_1461467503,suspend,2016-04-08 10:06:50.760000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230507,Obtained,User_5,W_Call incomplete files,Workflow,Workitem_2051377435,resume,2016-04-08 11:25:34.676000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230508,Released,User_5,W_Call incomplete files,Workflow,Workitem_410756549,suspend,2016-04-08 11:25:54.192000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230509,Obtained,User_5,W_Call incomplete files,Workflow,Workitem_522532281,resume,2016-04-08 12:20:43.619000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230510,Released,User_5,W_Call incomplete files,Workflow,Workitem_1561661192,suspend,2016-04-08 12:25:08.288000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230511,Obtained,User_17,W_Call incomplete files,Workflow,Workitem_778587168,resume,2016-04-09 08:17:48.295000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230512,Released,User_17,W_Call incomplete files,Workflow,Workitem_2069940380,suspend,2016-04-09 08:18:53.708000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230513,Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1930531044,resume,2016-04-13 07:55:09.253000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230514,Released,User_2,W_Call incomplete files,Workflow,Workitem_1028545891,suspend,2016-04-13 07:55:59.918000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230515,Obtained,User_2,W_Call incomplete files,Workflow,Workitem_1433228453,resume,2016-04-14 07:31:34.800000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230516,Released,User_2,W_Call incomplete files,Workflow,Workitem_883308119,suspend,2016-04-14 07:31:50.774000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230517,Obtained,User_41,W_Call incomplete files,Workflow,Workitem_2128060935,resume,2016-04-15 07:34:24.244000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230518,Released,User_41,W_Call incomplete files,Workflow,Workitem_1500186555,suspend,2016-04-15 07:38:32.082000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230519,Deleted,User_113,W_Call incomplete files,Workflow,Workitem_46345467,ate_abort,2016-04-19 12:38:30.838000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230520,Created,User_113,W_Validate application,Workflow,Workitem_1054836278,schedule,2016-04-19 12:38:30.846000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230521,Obtained,User_113,W_Validate application,Workflow,Workitem_1278193278,start,2016-04-19 12:38:30.849000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230522,statechange,User_113,A_Validating,Application,ApplState_1394429493,complete,2016-04-19 12:38:30.920000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230523,Released,User_113,W_Validate application,Workflow,Workitem_2064482839,suspend,2016-04-19 12:39:38.040000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230524,Obtained,User_87,W_Validate application,Workflow,Workitem_1917476741,resume,2016-04-19 12:56:18.600000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
230525,statechange,User_87,A_Denied,Application,ApplState_772022493,complete,2016-04-19 13:04:30.037000+00:00,Existing loan takeover,New credit,Application_320107802,25000.0,,,,,,,,
